working_$_dog,watchdog,0,train
working_$_dog,seizure-alert_$_dog,0,train
working_$_dog,Sennenhunde,0,train
working_$_dog,Eskimo_$_dog,0,train
working_$_dog,Great_$_Dane,0,train
working_$_dog,bull_$_mastiff,0,train
working_$_dog,guide_$_dog,0,train
working_$_dog,Saint_$_Bernard,0,train
working_$_dog,boxer,0,train
working_$_dog,bulldog,0,train
working_$_dog,mastiff,0,train
working_$_dog,police_$_dog,0,train
working_$_dog,shepherd_$_dog,0,train
working_$_dog,hearing_$_dog,0,train
working_$_dog,sled_$_dog,0,train
watchdog,attack_$_dog,0,train
watchdog,schipperke,0,train
watchdog,housedog,0,train
watchdog,kuvasz,0,train
watchdog,pinscher,0,train
pinscher,miniature_$_pinscher,0,train
pinscher,affenpinscher,0,train
pinscher,Doberman,0,train
Sennenhunde,Bernese_$_mountain_$_dog,0,train
Sennenhunde,Greater_$_Swiss_$_Mountain_$_dog,0,train
Sennenhunde,EntleBucher,0,train
Sennenhunde,Appenzeller,0,train
guide_$_dog,Seeing_$_Eye_$_dog,0,train
bulldog,French_$_bulldog,0,train
mastiff,Tibetan_$_mastiff,0,train
shepherd_$_dog,Rottweiler,0,train
shepherd_$_dog,Bouvier_$_des_$_Flandres,0,train
shepherd_$_dog,kelpie,0,train
shepherd_$_dog,Border_$_collie,0,train
shepherd_$_dog,komondor,0,train
shepherd_$_dog,briard,0,train
shepherd_$_dog,Belgian_$_sheepdog,0,train
shepherd_$_dog,Shetland_$_sheepdog,0,train
shepherd_$_dog,collie,0,train
shepherd_$_dog,Old_$_English_$_sheepdog,0,train
shepherd_$_dog,German_$_shepherd,0,train
Belgian_$_sheepdog,malinois,0,train
Belgian_$_sheepdog,groenendael,0,train
sled_$_dog,Siberian_$_husky,0,train
sled_$_dog,malamute,0,train
neuropteron,snakefly,1,train
neuropteron,spongefly,1,train
neuropteron,lacewing,1,train
neuropteron,ant_$_lion,1,train
neuropteron,dobson,1,train
neuropteron,alderfly,1,train
neuropteron,fish_$_fly,1,train
neuropteron,mantispid,1,train
lacewing,brown_$_lacewing,1,train
lacewing,green_$_lacewing,1,train
green_$_lacewing,goldeneye,1,train
body_$_waste,urine,2,train
body_$_waste,fecal_$_matter,2,train
body_$_waste,vomit,2,train
body_$_waste,wormcast,2,train
body_$_waste,human_$_waste,2,train
body_$_waste,fecula,2,train
body_$_waste,guano,2,train
fecal_$_matter,droppings,2,train
fecal_$_matter,melena,2,train
fecal_$_matter,dog_$_shit,2,train
fecal_$_matter,meconium,2,train
fecal_$_matter,crap,2,train
droppings,chip,2,train
droppings,coprolite,2,train
droppings,cow_$_pie,2,train
droppings,pigeon_$_droppings,2,train
practice,heritage,3,train
practice,custom,3,train
practice,convention,3,train
custom,habit,3,train
custom,Hadith,3,train
custom,institution,3,train
institution,levirate,3,train
convention,code_$_of_$_conduct,3,train
convention,universal,3,train
convention,mores,3,train
code_$_of_$_conduct,protocol,3,train
code_$_of_$_conduct,courtly_$_love,3,train
code_$_of_$_conduct,knight_$_errantry,3,train
praise,encomium,4,train
praise,compliment,4,train
praise,recommendation,4,train
praise,eulogy,4,train
praise,superlative,4,train
compliment,trade-last,4,train
compliment,unction,4,train
compliment,flattery,4,train
flattery,blandishment,4,train
flattery,blarney,4,train
flattery,adulation,4,train
flattery,puffery,4,train
recommendation,puff,4,train
recommendation,character,4,train
statistic,deviation,5,train
statistic,demographic,5,train
statistic,average,5,train
statistic,nonparametric_$_statistic,5,train
statistic,moment,5,train
statistic,vital_$_statistics,5,train
statistic,parametric_$_statistic,5,train
statistic,time_$_series,5,train
deviation,outlier,5,train
deviation,mean_$_deviation,5,train
average,median,5,train
average,mean,5,train
average,age_$_norm,5,train
average,mode,5,train
mean,arithmetic_$_mean,5,train
mean,harmonic_$_mean,5,train
mean,geometric_$_mean,5,train
nonparametric_$_statistic,rank-order_$_correlation_$_coefficient,5,train
nonparametric_$_statistic,Kendall_$_test,5,train
nonparametric_$_statistic,phi_$_coefficient,5,train
Kendall_$_test,coefficient_$_of_$_concordance,5,train
Kendall_$_test,tau_$_coefficient_$_of_$_correlation,5,train
Kendall_$_test,Kendall_$_partial_$_rank_$_correlation,5,train
moment,second_$_moment,5,train
moment,variance,5,train
variance,standard_$_deviation,5,train
variance,covariance,5,train
parametric_$_statistic,regression_$_coefficient,5,train
parametric_$_statistic,correlation_$_coefficient,5,train
correlation_$_coefficient,multiple_$_correlation_$_coefficient,5,train
correlation_$_coefficient,tetrachoric_$_correlation_$_coefficient,5,train
correlation_$_coefficient,product-moment_$_correlation_$_coefficient,5,train
correlation_$_coefficient,split-half_$_correlation,5,train
correlation_$_coefficient,biserial_$_correlation_$_coefficient,5,train
bottle,smelling_$_bottle,6,train
bottle,gourd,6,train
bottle,pill_$_bottle,6,train
bottle,phial,6,train
bottle,beer_$_bottle,6,train
bottle,whiskey_$_bottle,6,train
bottle,catsup_$_bottle,6,train
bottle,water_$_bottle,6,train
bottle,jug,6,train
bottle,pop_$_bottle,6,train
bottle,carboy,6,train
bottle,ink_$_bottle,6,train
bottle,cruet,6,train
bottle,specimen_$_bottle,6,train
bottle,flask,6,train
bottle,demijohn,6,train
bottle,carafe,6,train
bottle,wine_$_bottle,6,train
water_$_bottle,lota,6,train
jug,water_$_jug,6,train
jug,bellarmine,6,train
jug,whiskey_$_jug,6,train
flask,hipflask,6,train
flask,ampulla,6,train
flask,vacuum_$_flask,6,train
flask,round-bottom_$_flask,6,train
flask,canteen,6,train
flask,Erlenmeyer_$_flask,6,train
vacuum_$_flask,thermos,6,train
vacuum_$_flask,Dewar_$_flask,6,train
wine_$_bottle,magnum,6,train
wine_$_bottle,nebuchadnezzar,6,train
wine_$_bottle,jeroboam,6,train
wine_$_bottle,bota,6,train
card_$_player,eldest_$_hand,7,train
card_$_player,bridge_$_player,7,train
card_$_player,shuffler,7,train
card_$_player,Hoyle,7,train
card_$_player,dealer,7,train
card_$_player,Culbertson,7,train
card_$_player,cardsharp,7,train
card_$_player,cardholder,7,train
bridge_$_player,bridge_$_partner,7,train
bridge_$_player,bidder,7,train
bridge_$_player,contractor,7,train
bridge_$_partner,raiser,7,train
bidder,preemptor,7,train
country-dance,landler,8,train
country-dance,square_$_dance,8,train
country-dance,promenade,8,train
country-dance,longways,8,train
country-dance,do-si-do,8,train
country-dance,sashay,8,train
country-dance,swing,8,train
square_$_dance,reel,8,train
square_$_dance,quadrille,8,train
reel,eightsome,8,train
reel,highland_$_fling,8,train
quadrille,lancers,8,train
longways,Virginia_$_reel,8,train
drug_$_user,head,9,train
drug_$_user,tripper,9,train
drug_$_user,addict,9,train
head,pill_$_head,9,train
head,pothead,9,train
head,acid_$_head,9,train
head,hash_$_head,9,train
addict,drug_$_addict,9,train
addict,caffeine_$_addict,9,train
addict,speed_$_freak,9,train
drug_$_addict,cocaine_$_addict,9,train
drug_$_addict,opium_$_addict,9,train
drug_$_addict,crack_$_addict,9,train
drug_$_addict,withdrawer,9,train
drug_$_addict,heroin_$_addict,9,train
influence,hypnotism,10,train
influence,exposure,10,train
influence,enticement,10,train
influence,manipulation,10,train
influence,impingement,10,train
influence,cross-pollination,10,train
exposure,overexposure,10,train
exposure,underexposure,10,train
enticement,blandishment,10,train
enticement,leading_$_astray,10,train
enticement,solicitation,10,train
enticement,seduction,10,train
blandishment,ingratiation,10,train
manipulation,mind_$_game,10,train
judgment,value_$_judgment,11,train
judgment,estimate,11,train
judgment,disapproval,11,train
judgment,adjudication,11,train
judgment,logistic_$_assessment,11,train
judgment,justice,11,train
judgment,evaluation,11,train
value_$_judgment,moralism,11,train
estimate,appraisal,11,train
estimate,capitalization,11,train
capitalization,market_$_capitalization,11,train
disapproval,condemnation,11,train
disapproval,stigmatization,11,train
disapproval,disparagement,11,train
disparagement,deprecation,11,train
disparagement,belittling,11,train
disparagement,detraction,11,train
justice,administration,11,train
evaluation,marking,11,train
electrical_$_discharge,spike,12,train
electrical_$_discharge,atmospheric_$_electricity,12,train
electrical_$_discharge,nerve_$_impulse,12,train
atmospheric_$_electricity,jet,12,train
atmospheric_$_electricity,sprites,12,train
atmospheric_$_electricity,lightning,12,train
atmospheric_$_electricity,elves,12,train
lightning,forked_$_lightning,12,train
lightning,thunderbolt,12,train
nerve_$_impulse,action_$_potential,12,train
coefficient,coefficient_$_of_$_viscosity,13,train
coefficient,transmittance,13,train
coefficient,drag_$_coefficient,13,train
coefficient,coefficient_$_of_$_self_$_induction,13,train
coefficient,weight,13,train
coefficient,absorption_$_coefficient,13,train
coefficient,coefficient_$_of_$_reflection,13,train
coefficient,modulus,13,train
coefficient,coefficient_$_of_$_mutual_$_induction,13,train
coefficient,coefficient_$_of_$_friction,13,train
coefficient,coefficient_$_of_$_expansion,13,train
modulus,coefficient_$_of_$_elasticity,13,train
coefficient_$_of_$_elasticity,bulk_$_modulus,13,train
coefficient_$_of_$_elasticity,modulus_$_of_$_rigidity,13,train
coefficient_$_of_$_elasticity,Young's_$_modulus,13,train
